source,provenance,dataset,model,condition,experiment,tokens,params,budget,loss
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,16252522204.710857,76816896.0,7.490809847621788e+18,3.3367977746983226
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,13290001908.624342,93940416.0,7.490809847621788e+18,3.3160443821300514
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,10978595442.223639,113718400.0,7.490809847621788e+18,3.2784664124450265
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,7070420090.552631,176576256.0,7.490809847621788e+18,3.2121030910593493
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4218788042.49539,295930560.0,7.490809847621788e+18,3.1913872335377085
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2980918779.729635,418819968.0,7.490809847621788e+18,3.1866823448721084
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2389987541.3821287,522374400.0,7.490809847621788e+18,3.234976508246391
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1055557177.6999234,1182757632.0,7.490809847621788e+18,3.495750189776543
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,16453182344.708918,93940416.0,9.273712763914867e+18,3.280188653489565
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,13591633315.152264,113718400.0,9.273712763914867e+18,3.2376369233943523
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,8753265184.112926,176576256.0,9.273712763914867e+18,3.1650948666761978
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,5222910381.360449,295930560.0,9.273712763914867e+18,3.1369152739948305
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3690413332.8853393,418819968.0,9.273712763914867e+18,3.1296360999937294
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2958833346.323654,522374400.0,9.273712763914867e+18,3.183837423533131
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1306792492.5347774,1182757632.0,9.273712763914867e+18,3.3971887906903024
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,16826605656.95648,113718400.0,1.1480968036440238e+19,3.208512811921537
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,10836647667.623215,176576256.0,1.1480968036440238e+19,3.1221601832094943
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,6466025924.257501,295930560.0,1.1480968036440238e+19,3.1030700845807875
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4568776130.416112,418819968.0,1.1480968036440238e+19,3.1085423519834876
